"mean","se","p","lower_0.99","upper_0.99","lower_0.95","upper_0.95","lower_0.9","upper_0.9","lower_0.99_q","lower_0.95_q","lower_0.9_q","upper_0.9_q","upper_0.95_q","upper_0.99_q","SiteName","group_name","group_num","study_num","Rhat","Rhat_upper_CI","parameter","grouping","Period","Latitude","Longitude","maxTempChangeAnnual","se_maxTempChangeAnnual","meanTempChangeAnnual","se_meanTempChangeAnnual","Study","StudySite","trajectory_ID","minYear","maxYear","maxTempChangeAnnualSample","se_maxTempChangeAnnualSample","meanTempChangeAnnualSample","se_meanTempChangeAnnualSample","maxWaveChangeAnnualSample","se_maxWaveChangeAnnualSample","meanWaveChangeAnnualSample","se_maxWaveChangeAnnualSample.1","bigWaveYears"
-0.00128356,0.0247347,0.484222,-0.0657696,0.0586185,-0.0514023,0.044716,-0.0409947,0.0407421,-0.064258,-0.0503512,-0.0427512,0.0394087,0.0459141,0.0602931,"KelpCover_Temperate_Australia-Waubs Bay.Bicheno External.TAS.13-11-538:KelpCover_Temperate_Australia","Bassian",3,32,1.0005,1.00223,"site_slope","Ecoregion","1900-2015",-41.8686,148.303,0.0181098,0.00372917,0.0198506,0.00212608,"KelpCover_Temperate_Australia","KelpCover_Temperate_Australia-Waubs Bay.Bicheno External.TAS.13-11-538",538,1993,2011,0.0152562,0.0189214,0.0263743,0.0117689,NA,NA,NA,NA,NA
0.00710141,0.0493792,0.567111,-0.123399,0.134664,-0.0890878,0.103548,-0.0741283,0.0879318,-0.122662,-0.0908949,-0.0751319,0.0871143,0.102408,0.135305,"KelpCover_Temperate_Australia-Wedge Island.Jurien Bay.WA.35-11-540:KelpCover_Temperate_Australia","Houtman",11,32,1.00037,1.00132,"site_slope","Ecoregion","1900-2015",-30.8311,115.191,0.0178618,0.00314437,0.0182758,0.00219273,"KelpCover_Temperate_Australia","KelpCover_Temperate_Australia-Wedge Island.Jurien Bay.WA.35-11-540",540,2004,2009,0.154966,0.114892,0.0422102,0.0583555,0.08,0.137899,0.0339911,0.032551,0
-0.0227696,0.0368039,0.271333,-0.124584,0.0642769,-0.0954864,0.0489691,-0.0879057,0.0346819,-0.115301,-0.0951353,-0.0843739,0.0382628,0.0496019,0.074828,"KelpCover_Temperate_Australia-West Head.Northern.TAS.22-11-544:KelpCover_Temperate_Australia","Bassian",3,32,0.999972,1.0001,"site_slope","Ecoregion","1900-2015",-41.0614,146.71,0.00891508,0.00345322,0.00733431,0.0018559,"KelpCover_Temperate_Australia","KelpCover_Temperate_Australia-West Head.Northern.TAS.22-11-544",544,1994,2007,0.0436066,0.0326039,0.0309909,0.0229136,NA,NA,NA,NA,NA
-0.00056777,0.0431471,0.495333,-0.109555,0.104551,-0.0823724,0.0854309,-0.071181,0.0698413,-0.109412,-0.0862791,-0.07177,0.0696828,0.0831003,0.105541,"KelpCover_Temperate_Australia-West Pyramid.Port Davey.TAS.16-11-549:KelpCover_Temperate_Australia","Bassian",3,32,1.00137,1.0056,"site_slope","Ecoregion","1900-2015",-43.2973,145.819,0.00874193,0.00331594,0.00683845,0.00188598,"KelpCover_Temperate_Australia","KelpCover_Temperate_Australia-West Pyramid.Port Davey.TAS.16-11-549",549,2004,2011,0.0979869,0.0402102,0.0588928,0.00964568,0.152233,0.0327394,0.016778,0.0198729,0
-0.0265113,0.0312262,0.202667,-0.106626,0.0534289,-0.0873137,0.0341921,-0.0802042,0.0217448,-0.109233,-0.0874359,-0.0784644,0.0242449,0.034126,0.0530041,"KelpCover_Temperate_Australia-Whalers Cove.Maria External.TAS.0-11-556:KelpCover_Temperate_Australia","Bassian",3,32,1.00156,1.00677,"site_slope","Ecoregion","1900-2015",-42.6637,148.115,0.0169912,0.00373511,0.0186484,0.00219328,"KelpCover_Temperate_Australia","KelpCover_Temperate_Australia-Whalers Cove.Maria External.TAS.0-11-556",556,1992,2006,-0.000912219,0.0264274,0.0215853,0.0183633,NA,NA,NA,NA,NA
-0.0129813,0.0464484,0.396444,-0.129468,0.103723,-0.102487,0.074659,-0.0942247,0.0599819,-0.128421,-0.102202,-0.093235,0.0610977,0.0757295,0.104619,"KelpCover_Temperate_Australia-Whalers Point North. 300m North of Whalers Point E-11-557:KelpCover_Temperate_Australia","Bassian",3,32,1.00049,1.00342,"site_slope","Ecoregion","1900-2015",-43.2971,145.924,0.00874193,0.00331594,0.00683845,0.00188598,"KelpCover_Temperate_Australia","KelpCover_Temperate_Australia-Whalers Point North. 300m North of Whalers Point E-11-557",557,2005,2011,0.105072,0.0536677,0.0479384,0.00977094,0.1915,0.0316897,0.016717,0.0266622,0
0.0432878,0.0480088,0.818667,-0.0877152,0.167675,-0.0522537,0.135998,-0.0330674,0.123892,-0.0807554,-0.0487466,-0.0353978,0.122498,0.141568,0.177001,"KelpCover_Temperate_Australia-Whalers Point. Whalers Beach. 5m.Port Davey.TAS.16-11-558:KelpCover_Temperate_Australia","Bassian",3,32,0.99987,1.00036,"site_slope","Ecoregion","1900-2015",-43.2911,145.923,0.00874193,0.00331594,0.00683845,0.00188598,"KelpCover_Temperate_Australia","KelpCover_Temperate_Australia-Whalers Point. Whalers Beach. 5m.Port Davey.TAS.16-11-558",558,2005,2011,0.105072,0.0536677,0.0479384,0.00977094,0.1915,0.0316897,0.016717,0.0266622,0
0.010946,0.0442049,0.601556,-0.0959414,0.128044,-0.0691665,0.101517,-0.0623105,0.0813637,-0.106173,-0.0747711,-0.0614779,0.0833847,0.0985333,0.123084,"KelpCover_Temperate_Australia-Winter Cove inner South Shore.Kent Group.TAS.11-11-562:KelpCover_Temperate_Australia","Cape Howe",5,32,1.00078,1.00204,"site_slope","Ecoregion","1900-2015",-39.4737,147.352,0.0125494,0.00349699,0.0123667,0.00187827,"KelpCover_Temperate_Australia","KelpCover_Temperate_Australia-Winter Cove inner South Shore.Kent Group.TAS.11-11-562",562,2004,2011,0.101492,0.0620154,0.0676628,0.0253549,0.0919286,0.0465536,-0.000565031,0.0067479,0
0.0143654,0.283418,0.531333,-0.748676,0.758654,-0.549239,0.557923,-0.430604,0.487254,-0.786568,-0.548774,-0.449956,0.474543,0.558946,0.727006,"Konar_Beaufort_Sea-Prudhoe.Bay.DS11-4-6:Konar_Beaufort_Sea","Beaufort Sea - continental coast and shelf",4,33,1.00097,1.0046,"site_slope","Ecoregion","1900-2015",70.3292,-147.597,0.0127104,0.00574556,0.00953036,0.00221084,"Konar_Beaufort_Sea","Konar_Beaufort_Sea-Prudhoe.Bay.DS11-4-6",6,2003,2007,-0.0214879,0.0752896,0.0245243,0.0565188,2.19272,1.23499,0.339732,0.308463,1
0.00100921,0.283337,0.511778,-0.764776,0.750172,-0.528963,0.591303,-0.465061,0.452878,-0.763545,-0.571338,-0.462948,0.456165,0.560456,0.747557,"Konar_Beaufort_Sea-Prudhoe.Bay.E1-4-7:Konar_Beaufort_Sea","Beaufort Sea - continental coast and shelf",4,33,1.00067,1.00419,"site_slope","Ecoregion","1900-2015",70.315,-147.732,0.0127104,0.00574556,0.00953036,0.00221084,"Konar_Beaufort_Sea","Konar_Beaufort_Sea-Prudhoe.Bay.E1-4-7",7,2003,2006,-0.0690534,0.121421,0.036061,0.0972112,0.05836,0.14191,-0.19086,0.0626193,0
0.00952511,0.283274,0.516667,-0.762757,0.73894,-0.543959,0.573556,-0.422363,0.490604,-0.774512,-0.572021,-0.448192,0.473335,0.559434,0.735272,"Konar_Beaufort_Sea-Prudhoe.Bay.E3-4-9:Konar_Beaufort_Sea","Beaufort Sea - continental coast and shelf",4,33,1.00063,1.00406,"site_slope","Ecoregion","1900-2015",70.325,-147.649,0.0127104,0.00574556,0.00953036,0.00221084,"Konar_Beaufort_Sea","Konar_Beaufort_Sea-Prudhoe.Bay.E3-4-9",9,2004,2007,-0.0715429,0.120416,-0.0112002,0.091142,3.16452,1.90558,0.568687,0.48273,1
0.00102,0.281399,0.511778,-0.732534,0.782277,-0.55081,0.574003,-0.447976,0.474149,-0.769832,-0.57747,-0.469847,0.460717,0.554072,0.752228,"Konar_Beaufort_Sea-Prudhoe.Bay.W3-4-13:Konar_Beaufort_Sea","Beaufort Sea - continental coast and shelf",4,33,1.00071,1.00425,"site_slope","Ecoregion","1900-2015",70.376,-147.794,0.0127104,0.00574556,0.00953036,0.00221084,"Konar_Beaufort_Sea","Konar_Beaufort_Sea-Prudhoe.Bay.W3-4-13",13,2003,2007,-0.0214879,0.0752896,0.0245243,0.0565188,2.01922,1.14779,0.480541,0.394824,1
0.0288193,0.0523347,0.712,-0.102539,0.164199,-0.0778988,0.12625,-0.0573269,0.113369,-0.107626,-0.0759424,-0.0578021,0.113099,0.129041,0.160131,"konar_GulfOfAlaska-Cohen Island-29-3:konar_GulfOfAlaska","Gulf of Alaska",8,34,1.00167,1.00624,"site_slope","Ecoregion","1900-2015",59.5472,-151.547,0.00595346,0.004973,0.00210368,0.00357738,"konar_GulfOfAlaska","konar_GulfOfAlaska-Cohen Island-29-3",3,2003,2012,-0.279197,0.0756931,-0.138953,0.0397639,0.0239091,0.0311896,0.00964418,0.00504517,0
0.0131235,0.050957,0.604222,-0.128005,0.136508,-0.0848502,0.117366,-0.0704832,0.0959074,-0.123472,-0.0898355,-0.0706656,0.0957976,0.113692,0.143092,"konar_GulfOfAlaska-Elephant Island-29-5:konar_GulfOfAlaska","Gulf of Alaska",8,34,0.999738,1.00017,"site_slope","Ecoregion","1900-2015",59.5472,-151.514,0.00595346,0.004973,0.00210368,0.00357738,"konar_GulfOfAlaska","konar_GulfOfAlaska-Elephant Island-29-5",5,2003,2012,-0.279197,0.0756931,-0.138953,0.0397639,0.0239091,0.0311896,0.00964418,0.00504517,0
0.0248131,0.0531988,0.685556,-0.119319,0.149247,-0.0856634,0.123567,-0.0642516,0.111628,-0.113645,-0.0834704,-0.0652937,0.110905,0.126317,0.155766,"konar_GulfOfAlaska-Outside Beach-29-10:konar_GulfOfAlaska","Gulf of Alaska",8,34,1.00158,1.00462,"site_slope","Ecoregion","1900-2015",59.4736,-151.716,0.00595346,0.004973,0.00210368,0.00357738,"konar_GulfOfAlaska","konar_GulfOfAlaska-Outside Beach-29-10",10,2003,2012,-0.279197,0.0756931,-0.138953,0.0397639,-0.0459394,0.0272647,-0.0235111,0.0108797,0
0.059365,0.0581284,0.845333,-0.0894207,0.199174,-0.0556642,0.165909,-0.034071,0.159012,-0.0892853,-0.0571392,-0.0392896,0.155019,0.165491,0.198543,"konar_GulfOfAlaska-Port Graham-29-11:konar_GulfOfAlaska","Gulf of Alaska",8,34,0.999857,1.00042,"site_slope","Ecoregion","1900-2015",59.3733,-151.894,0.00595346,0.004973,0.00210368,0.00357738,"konar_GulfOfAlaska","konar_GulfOfAlaska-Port Graham-29-11",11,2004,2012,-0.308112,0.0925497,-0.116744,0.0471839,-0.0455444,0.0270872,0.00316363,0.00468809,0
-0.0158696,0.0499195,0.382222,-0.157381,0.100842,-0.114484,0.0802024,-0.094764,0.0699168,-0.151993,-0.117135,-0.100583,0.0653679,0.0785231,0.106625,"Kvitek_etal_ 2001-Anderson Point-13-51:Kvitek_etal_ 2001","Oregon, Washington, Vancouver Coast and Shelf",20,35,1.00087,1.00483,"site_slope","Ecoregion","1900-2015",48.2975,-124.688,-0.0075629,0.00432373,-0.00209172,0.00260448,"Kvitek_etal_ 2001","Kvitek_etal_ 2001-Anderson Point-13-51",51,1987,1999,0.00395262,0.052419,0.016361,0.024828,NA,NA,NA,NA,NA
-0.0127805,0.0507295,0.395778,-0.14247,0.117889,-0.107078,0.0904315,-0.0924134,0.0721514,-0.146854,-0.11333,-0.0952342,0.070169,0.0858975,0.117147,"Kvitek_etal_ 2001-Cape Alava-13-52:Kvitek_etal_ 2001","Oregon, Washington, Vancouver Coast and Shelf",20,35,1.00111,1.00446,"site_slope","Ecoregion","1900-2015",48.1678,-124.738,-0.0075629,0.00432373,-0.00209172,0.00260448,"Kvitek_etal_ 2001","Kvitek_etal_ 2001-Cape Alava-13-52",52,1987,1999,0.00395262,0.052419,0.016361,0.024828,NA,NA,NA,NA,NA
0.0307431,0.0512398,0.730444,-0.103446,0.174904,-0.0680354,0.134284,-0.0523376,0.113481,-0.111691,-0.0705645,-0.0523461,0.113439,0.13216,0.169682,"Kvitek_etal_ 2001-Neah Bay-13-53:Kvitek_etal_ 2001","Oregon, Washington, Vancouver Coast and Shelf",20,35,1.00053,1.00133,"site_slope","Ecoregion","1900-2015",48.3733,-124.617,-0.0075629,0.00432373,-0.00209172,0.00260448,"Kvitek_etal_ 2001","Kvitek_etal_ 2001-Neah Bay-13-53",53,1987,1999,0.00395262,0.052419,0.016361,0.024828,NA,NA,NA,NA,NA
-0.0439464,0.0501809,0.188889,-0.167714,0.0864601,-0.1428,0.0531917,-0.12978,0.0367637,-0.169323,-0.141885,-0.12736,0.0406901,0.0560695,0.08407,"Lambert_etal_1992-Cape Neddick-13-54:Lambert_etal_1992","Gulf of Maine/Bay of Fundy",9,36,1.00338,1.00916,"site_slope","Ecoregion","1900-2015",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.0202493,0.052115,0.653778,-0.104227,0.16534,-0.0845262,0.117279,-0.0623026,0.105505,-0.11307,-0.0825332,-0.0647575,0.104304,0.120108,0.157652,"Leinaas_Christie_1996-Vega - Control-13-56:Leinaas_Christie_1996","Southern Norway",24,37,1.00326,1.00827,"site_slope","Ecoregion","1900-2015",65.735,11.9474,0.0034454,0.00510288,0.0011054,0.00278674,"Leinaas_Christie_1996","Leinaas_Christie_1996-Vega - Control-13-56",56,1988,1993,0.0283586,0.179237,-0.0426294,0.0881106,NA,NA,NA,NA,NA
-0.198486,0.177151,0.126667,-0.636732,0.298626,-0.562478,0.150926,-0.471625,0.106082,-0.641374,-0.552945,-0.48414,0.0968278,0.167527,0.294065,"Levitt_etal_2002-Danger Point_ Kruismans Bay-13-57:Levitt_etal_2002","Agulhas Bank",1,38,1.00406,1.01206,"site_slope","Ecoregion","1900-2015",-34.7658,19.8173,0.00756809,0.00324709,0.0109615,0.00167806,"Levitt_etal_2002","Levitt_etal_2002-Danger Point_ Kruismans Bay-13-57",57,1992,1995,-0.351091,0.219188,-0.225551,0.0635024,NA,NA,NA,NA,NA
-0.202254,0.1765,0.123778,-0.641867,0.280261,-0.584017,0.115388,-0.484047,0.0935495,-0.632524,-0.570631,-0.486268,0.0932897,0.15503,0.290423,"Levitt_etal_2002-Danger Point_ Romans Bay-13-58:Levitt_etal_2002","Agulhas Bank",1,38,1.00295,1.01101,"site_slope","Ecoregion","1900-2015",-34.7658,19.8173,0.00756809,0.00324709,0.0109615,0.00167806,"Levitt_etal_2002","Levitt_etal_2002-Danger Point_ Romans Bay-13-58",58,1992,1994,-0.560685,0.408656,-0.118794,0.034175,NA,NA,NA,NA,NA
0.022184,0.0449208,0.68,-0.0927428,0.14991,-0.0602046,0.115123,-0.0487291,0.0962102,-0.0925241,-0.0630921,-0.0479335,0.0971333,0.11312,0.14987,"New_Zealand_Hauraki_Gulf-S5-15-11:New_Zealand_Hauraki_Gulf","Northeastern New Zealand",17,39,1.00111,1.0018,"site_slope","Ecoregion","1900-2015",-36.6028,174.781,0.00608416,0.00403055,0.00719355,0.002655,"New_Zealand_Hauraki_Gulf","New_Zealand_Hauraki_Gulf-S5-15-11",11,2007,2011,0.101163,0.0803443,0.103638,0.0721369,-0.03,0.0405311,-0.0145244,0.010281,0
-0.0990213,0.0114912,0,-0.128929,-0.0699032,-0.122022,-0.0765193,-0.117382,-0.079521,-0.128524,-0.121958,-0.118003,-0.0800714,-0.0763999,-0.069282,"Normandeau-Seabrook Station B17-13-60:Normandeau","Gulf of Maine/Bay of Fundy",9,40,1.00277,1.01041,"site_slope","Ecoregion","1900-2015",42.892,-70.8083,0.00234657,0.00479457,0.00694143,0.00377147,"Normandeau","Normandeau-Seabrook Station B17-13-60",60,1985,2011,0.00767423,0.015766,0.0135804,0.00973086,NA,NA,NA,NA,NA
-0.0052414,0.00821261,0.261556,-0.0258436,0.0171029,-0.0215947,0.0105275,-0.0192169,0.00756175,-0.0269012,-0.0215187,-0.0188137,0.00808619,0.0109429,0.0161069,"Normandeau-Seabrook Station B19-13-61:Normandeau","Gulf of Maine/Bay of Fundy",9,40,1.00023,1.00122,"site_slope","Ecoregion","1900-2015",42.892,-70.8083,0.00234657,0.00479457,0.00694143,0.00377147,"Normandeau","Normandeau-Seabrook Station B19-13-61",61,1978,2011,0.00124501,0.0106379,0.0122073,0.00652767,NA,NA,NA,NA,NA
-0.0204181,0.00817907,0.006,-0.0416306,0.000978954,-0.0355691,-0.0037106,-0.0336309,-0.00702302,-0.0422817,-0.0366394,-0.0336114,-0.00691724,-0.00460807,0.000503274,"Normandeau-Seabrook Station B31-13-62:Normandeau","Gulf of Maine/Bay of Fundy",9,40,1.00128,1.00281,"site_slope","Ecoregion","1900-2015",42.892,-70.8083,0.00234657,0.00479457,0.00694143,0.00377147,"Normandeau","Normandeau-Seabrook Station B31-13-62",62,1978,2011,0.00124501,0.0106379,0.0122073,0.00652767,NA,NA,NA,NA,NA
-0.0109568,0.0114803,0.163778,-0.039365,0.0197665,-0.0337778,0.0123387,-0.0292456,0.00901196,-0.0402976,-0.0346102,-0.0306009,0.00797231,0.0117176,0.0190704,"Normandeau-Seabrook Station B35-13-63:Normandeau","Gulf of Maine/Bay of Fundy",9,40,1.00233,1.00701,"site_slope","Ecoregion","1900-2015",42.892,-70.8083,0.00234657,0.00479457,0.00694143,0.00377147,"Normandeau","Normandeau-Seabrook Station B35-13-63",63,1985,2011,0.00767423,0.015766,0.0135804,0.00973086,NA,NA,NA,NA,NA
-0.144913,0.0970448,0.0688889,-0.399288,0.106055,-0.331,0.0517272,-0.298214,0.0213892,-0.403824,-0.338068,-0.305897,0.0148189,0.045587,0.101742,"Northern_Chile-Cta. Angosta-21-1:Northern_Chile","Central Chile",7,41,0.9995,0.999656,"site_slope","Ecoregion","1900-2015",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-0.105457,0.0842112,0.106889,-0.321392,0.103007,-0.272423,0.0515784,-0.242837,0.0321846,-0.320315,-0.26754,-0.244887,0.0314034,0.0572842,0.106752,"Northern_Chile-Cta. Constitucion-21-2:Northern_Chile","Humboldtian",12,41,1.00342,1.01412,"site_slope","Ecoregion","1900-2015",-23.433,-70.5926,0.014388,0.00432488,0.0111096,0.00348485,"Northern_Chile","Northern_Chile-Cta. Constitucion-21-2",2,2004,2007,0.228575,0.05621,-0.179397,0.195907,-0.09325,0.172352,-0.0506807,0.0605943,0
-0.153819,0.0958067,0.0533333,-0.386553,0.106449,-0.338382,0.0380714,-0.306665,0.00513694,-0.414383,-0.344559,-0.310243,0.00274145,0.0330731,0.0892155,"Northern_Chile-Lagunillas-21-3:Northern_Chile","Central Chile",7,41,1.00006,1.00069,"site_slope","Ecoregion","1900-2015",-30.1056,-71.3856,0.0151076,0.00383913,0.00862192,0.00306839,"Northern_Chile","Northern_Chile-Lagunillas-21-3",3,2004,2007,0.196181,0.025653,-0.0726492,0.189936,-0.609333,0.152355,-0.313231,0.167941,0
-0.0835067,0.0848147,0.158889,-0.294572,0.119034,-0.259322,0.0765518,-0.215679,0.0644045,-0.292087,-0.258919,-0.229272,0.0552885,0.0805174,0.127317,"Northern_Chile-Rio Seco-21-4:Northern_Chile","Humboldtian",12,41,1.00856,1.02964,"site_slope","Ecoregion","1900-2015",-21,-70.1668,0.0107827,0.00449429,0.00777884,0.00382223,"Northern_Chile","Northern_Chile-Rio Seco-21-4",4,2004,2007,0.171407,0.0544762,-0.245763,0.188113,-0.0757333,0.164028,-0.0622659,0.0603909,0
-0.0227901,0.0492217,0.311778,-0.143569,0.11442,-0.120322,0.0738746,-0.10495,0.057179,-0.151874,-0.119911,-0.104181,0.0583644,0.0745811,0.109252,"Northern_Ireland_Summary-51.63---8.53-22-1:Northern_Ireland_Summary","Celtic Seas",6,42,1.00072,1.0029,"site_slope","Ecoregion","1900-2015",51.6263,-8.52617,0.0093169,0.00411107,0.00718454,0.00225781,"Northern_Ireland_Summary","Northern_Ireland_Summary-51.63---8.53-22-1",1,2009,2011,-0.651171,0.368072,-0.122933,0.0229796,-0.09,0.556566,0.00450438,0.0976821,0
-0.015148,0.051012,0.390667,-0.151823,0.106713,-0.111971,0.0867866,-0.102419,0.064299,-0.146414,-0.114965,-0.0993013,0.0683484,0.0844056,0.114042,"Northern_Ireland_Summary-52.12---6.93-22-6:Northern_Ireland_Summary","Celtic Seas",6,42,1.00119,1.00482,"site_slope","Ecoregion","1900-2015",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-0.0141752,0.0506553,0.39,-0.140564,0.118609,-0.108551,0.0830051,-0.101798,0.06629,-0.149475,-0.111139,-0.0975744,0.0716521,0.0826398,0.113891,"Northern_Ireland_Summary-53.29---6.11-22-10:Northern_Ireland_Summary","Celtic Seas",6,42,1.00058,1.0021,"site_slope","Ecoregion","1900-2015",53.2855,-6.10833,0.0147337,0.00335553,0.0077344,0.00229938,"Northern_Ireland_Summary","Northern_Ireland_Summary-53.29---6.11-22-10",10,2006,2010,-0.112516,0.0652917,-0.150277,0.0569776,0.066,0.0623389,-0.0135767,0.0236554,0
-0.0289169,0.0493025,0.278444,-0.150795,0.0960723,-0.128382,0.0629462,-0.107716,0.0517973,-0.150863,-0.124303,-0.11007,0.0504476,0.070405,0.0959712,"Northern_Ireland_Summary-53.41---6.06-22-11:Northern_Ireland_Summary","Celtic Seas",6,42,1.00067,1.00353,"site_slope","Ecoregion","1900-2015",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-0.0189447,0.0485682,0.338667,-0.140464,0.0999353,-0.101647,0.0938872,-0.0964175,0.0641375,-0.139116,-0.113391,-0.0964365,0.0638084,0.0857175,0.102013,"Northern_Ireland_Summary-53.55---10.23-22-12:Northern_Ireland_Summary","Celtic Seas",6,42,1.0006,1.00097,"site_slope","Ecoregion","1900-2015",53.5497,-10.229,0.00710226,0.00352929,0.00268052,0.00211966,"Northern_Ireland_Summary","Northern_Ireland_Summary-53.55---10.23-22-12",12,2009,2012,-0.313774,0.194681,-0.122454,0.0562287,-0.0794,0.230061,0.00539401,0.170444,0
-0.0214708,0.0484768,0.328222,-0.142317,0.106228,-0.116377,0.0693188,-0.0945546,0.0645424,-0.143777,-0.114226,-0.100392,0.0597548,0.0724373,0.105298,"Northern_Ireland_Summary-53.59---10.26-22-13:Northern_Ireland_Summary","Celtic Seas",6,42,1.00282,1.01168,"site_slope","Ecoregion","1900-2015",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-0.0213481,0.0484347,0.332667,-0.144267,0.0982647,-0.114654,0.0725835,-0.0997768,0.059872,-0.138936,-0.115313,-0.10153,0.0586649,0.0720478,0.107843,"Northern_Ireland_Summary-53.62---9.87-22-15:Northern_Ireland_Summary","Celtic Seas",6,42,1.00412,1.01597,"site_slope","Ecoregion","1900-2015",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-0.0203363,0.0498861,0.342667,-0.145345,0.100048,-0.1143,0.0748478,-0.10384,0.0619135,-0.142805,-0.115028,-0.101551,0.0646548,0.0745386,0.104183,"Northern_Ireland_Summary-53.63---10.19-22-16:Northern_Ireland_Summary","Celtic Seas",6,42,1.00143,1.00192,"site_slope","Ecoregion","1900-2015",53.6338,-10.1934,0.00710226,0.00352929,0.00268052,0.00211966,"Northern_Ireland_Summary","Northern_Ireland_Summary-53.63---10.19-22-16",16,2010,2012,-0.403244,0.419716,-0.187532,0.0935401,0.254,0.281747,0.144346,0.33627,0
-0.0227574,0.0467064,0.296889,-0.15094,0.0956716,-0.116797,0.0684552,-0.0957335,0.059018,-0.150227,-0.114847,-0.0999349,0.0560341,0.0705479,0.0977959,"Northern_Ireland_Summary-53.63---9.87-22-17:Northern_Ireland_Summary","Celtic Seas",6,42,1.00029,1.00194,"site_slope","Ecoregion","1900-2015",53.6283,-9.87417,0.00713073,0.00337693,0.00256301,0.00204757,"Northern_Ireland_Summary","Northern_Ireland_Summary-53.63---9.87-22-17",17,2009,2012,-0.339082,0.182043,-0.131853,0.041436,-0.0794,0.230061,0.00539401,0.170444,0
-0.0236755,0.0484526,0.318,-0.153087,0.0974415,-0.115355,0.0731379,-0.109389,0.0485976,-0.152261,-0.119629,-0.105371,0.0540598,0.0697158,0.0990871,"Northern_Ireland_Summary-53.64---10.19-22-19:Northern_Ireland_Summary","Celtic Seas",6,42,1.00401,1.01249,"site_slope","Ecoregion","1900-2015",53.6351,-10.1941,0.00710226,0.00352929,0.00268052,0.00211966,"Northern_Ireland_Summary","Northern_Ireland_Summary-53.64---10.19-22-19",19,2010,2012,-0.403244,0.419716,-0.187532,0.0935401,0.254,0.281747,0.144346,0.33627,0
-0.0200643,0.0492405,0.338889,-0.140867,0.104561,-0.111101,0.0822653,-0.0993658,0.0648035,-0.146974,-0.118022,-0.101202,0.0632377,0.0788403,0.100773,"Northern_Ireland_Summary-53.69---10.14-22-21:Northern_Ireland_Summary","Celtic Seas",6,42,1.00028,1.00073,"site_slope","Ecoregion","1900-2015",53.6897,-10.1364,0.00710226,0.00352929,0.00268052,0.00211966,"Northern_Ireland_Summary","Northern_Ireland_Summary-53.69---10.14-22-21",21,2010,2012,-0.403244,0.419716,-0.187532,0.0935401,0.254,0.281747,0.144346,0.33627,0
-0.0216214,0.0483457,0.321333,-0.151598,0.101477,-0.114032,0.0711288,-0.101499,0.0545429,-0.1497,-0.114005,-0.0985378,0.0580973,0.0710984,0.105168,"Northern_Ireland_Summary-53.7---10.14-22-23:Northern_Ireland_Summary","Celtic Seas",6,42,1.00164,1.00773,"site_slope","Ecoregion","1900-2015",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-0.023035,0.0496789,0.316444,-0.157466,0.0988663,-0.128222,0.0683515,-0.100372,0.0619825,-0.15416,-0.123218,-0.104996,0.0577986,0.0749287,0.104227,"Northern_Ireland_Summary-53.71---10.09-22-24:Northern_Ireland_Summary","Celtic Seas",6,42,1.00065,1.00198,"site_slope","Ecoregion","1900-2015",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.0143166,0.0257544,0.704889,-0.052764,0.0798628,-0.0356255,0.0629287,-0.0276151,0.054323,-0.0518704,-0.0355799,-0.0273296,0.0548288,0.063229,0.0827769,"Northern_Ireland_Summary-54.03---6.1-22-28:Northern_Ireland_Summary","Celtic Seas",6,42,1.00321,1.01172,"site_slope","Ecoregion","1900-2015",54.028,-6.09667,0.0101639,0.00306018,0.0046253,0.0020611,"Northern_Ireland_Summary","Northern_Ireland_Summary-54.03---6.1-22-28",28,1983,2012,0.0354709,0.00863412,0.0244891,0.00556548,NA,NA,NA,NA,NA
-0.023516,0.0457173,0.300222,-0.144291,0.0940855,-0.113346,0.0671643,-0.104087,0.0472433,-0.142086,-0.113802,-0.100911,0.0518031,0.0665358,0.100519,"Northern_Ireland_Summary-54.39---5.56-22-35:Northern_Ireland_Summary","Celtic Seas",6,42,1.00447,1.00784,"site_slope","Ecoregion","1900-2015",54.3875,-5.56068,0.0153044,0.00315331,0.00761995,0.0022757,"Northern_Ireland_Summary","Northern_Ireland_Summary-54.39---5.56-22-35",35,2003,2011,-0.0708295,0.0267125,-0.0397359,0.0184273,NA,NA,NA,NA,NA
